"lat.x","lon.x","year","eventDate","scientificName","weather_station_id","stname","lat.y","lon.y","address","city","state"
-15.752759,128.647091,2024,2024-04-18 15:53:00,"Poephila (Poephila) acuticauda","942160-99999","KUNUNURRA",-15.778,128.708,"East Kimberley Regional Airport, Lake Kununurra Trail, Kununurra, Shire Of Wyndham-East Kimberley, Western Australia, 6743, Australia","East Kimberley Regional Airport","Western Australia"
-15.74224,128.644079,2024,2024-03-21 13:30:00,"Poephila (Poephila) acuticauda","942160-99999","KUNUNURRA",-15.778,128.708,"East Kimberley Regional Airport, Lake Kununurra Trail, Kununurra, Shire Of Wyndham-East Kimberley, Western Australia, 6743, Australia","East Kimberley Regional Airport","Western Australia"
-15.74224,128.644079,2024,2024-03-21 13:30:00,"Poephila (Poephila) acuticauda","942160-99999","KUNUNURRA",-15.778,128.708,"East Kimberley Regional Airport, Lake Kununurra Trail, Kununurra, Shire Of Wyndham-East Kimberley, Western Australia, 6743, Australia","East Kimberley Regional Airport","Western Australia"
-15.740673,128.727289,2024,2024-01-31 08:23:00,"Poephila (Poephila) acuticauda","942160-99999","KUNUNURRA",-15.778,128.708,"East Kimberley Regional Airport, Lake Kununurra Trail, Kununurra, Shire Of Wyndham-East Kimberley, Western Australia, 6743, Australia","East Kimberley Regional Airport","Western Australia"
-15.729234,128.683085,2024,2024-04-07 16:20:00,"Poephila (Poephila) acuticauda","942160-99999","KUNUNURRA",-15.778,128.708,"East Kimberley Regional Airport, Lake Kununurra Trail, Kununurra, Shire Of Wyndham-East Kimberley, Western Australia, 6743, Australia","East Kimberley Regional Airport","Western Australia"
-15.729234,128.683085,2024,2024-05-15 12:22:00,"Poephila (Poephila) acuticauda","942160-99999","KUNUNURRA",-15.778,128.708,"East Kimberley Regional Airport, Lake Kununurra Trail, Kununurra, Shire Of Wyndham-East Kimberley, Western Australia, 6743, Australia","East Kimberley Regional Airport","Western Australia"
-15.729234,128.683085,2024,2024-05-16 12:23:00,"Poephila (Poephila) acuticauda","942160-99999","KUNUNURRA",-15.778,128.708,"East Kimberley Regional Airport, Lake Kununurra Trail, Kununurra, Shire Of Wyndham-East Kimberley, Western Australia, 6743, Australia","East Kimberley Regional Airport","Western Australia"
-15.729234,128.683085,2024,2024-05-26 15:54:00,"Poephila (Poephila) acuticauda","942160-99999","KUNUNURRA",-15.778,128.708,"East Kimberley Regional Airport, Lake Kununurra Trail, Kununurra, Shire Of Wyndham-East Kimberley, Western Australia, 6743, Australia","East Kimberley Regional Airport","Western Australia"
-15.7026,126.3786,2024,2024-01-13 18:00:00,"Poephila (Poephila) acuticauda","942150-99999","DOONGAN",-15.383,126.317,"Doongan, Drysdale River, Shire Of Wyndham-East Kimberley, Western Australia, Australia","Doongan","Western Australia"
-15.7026,126.3786,2024,2024-01-03 16:00:00,"Poephila (Poephila) acuticauda","942150-99999","DOONGAN",-15.383,126.317,"Doongan, Drysdale River, Shire Of Wyndham-East Kimberley, Western Australia, Australia","Doongan","Western Australia"
-15.7026,126.3786,2024,2024-01-01 09:00:00,"Poephila (Poephila) acuticauda","942150-99999","DOONGAN",-15.383,126.317,"Doongan, Drysdale River, Shire Of Wyndham-East Kimberley, Western Australia, Australia","Doongan","Western Australia"
-15.7026,126.3786,2024,2024-01-15 16:00:00,"Poephila (Poephila) acuticauda","942150-99999","DOONGAN",-15.383,126.317,"Doongan, Drysdale River, Shire Of Wyndham-East Kimberley, Western Australia, Australia","Doongan","Western Australia"
-15.7026,126.3786,2024,2024-01-04 15:45:00,"Poephila (Poephila) acuticauda","942150-99999","DOONGAN",-15.383,126.317,"Doongan, Drysdale River, Shire Of Wyndham-East Kimberley, Western Australia, Australia","Doongan","Western Australia"
-15.7026,126.3786,2024,2024-01-07 15:00:00,"Poephila (Poephila) acuticauda","942150-99999","DOONGAN",-15.383,126.317,"Doongan, Drysdale River, Shire Of Wyndham-East Kimberley, Western Australia, Australia","Doongan","Western Australia"
-15.7026,126.3786,2024,2024-02-25 07:30:00,"Poephila (Poephila) acuticauda","942150-99999","DOONGAN",-15.383,126.317,"Doongan, Drysdale River, Shire Of Wyndham-East Kimberley, Western Australia, Australia","Doongan","Western Australia"
-15.7026,126.3786,2024,2024-01-14 10:00:00,"Poephila (Poephila) acuticauda","942150-99999","DOONGAN",-15.383,126.317,"Doongan, Drysdale River, Shire Of Wyndham-East Kimberley, Western Australia, Australia","Doongan","Western Australia"
-15.7026,126.3786,2024,2024-05-29 06:30:00,"Poephila (Poephila) acuticauda","942150-99999","DOONGAN",-15.383,126.317,"Doongan, Drysdale River, Shire Of Wyndham-East Kimberley, Western Australia, Australia","Doongan","Western Australia"
-15.7026,126.3786,2024,2024-01-11 15:00:00,"Poephila (Poephila) acuticauda","942150-99999","DOONGAN",-15.383,126.317,"Doongan, Drysdale River, Shire Of Wyndham-East Kimberley, Western Australia, Australia","Doongan","Western Australia"
-15.6807,128.744218,2024,2024-03-12 11:26:00,"Poephila (Poephila) acuticauda","942160-99999","KUNUNURRA",-15.778,128.708,"East Kimberley Regional Airport, Lake Kununurra Trail, Kununurra, Shire Of Wyndham-East Kimberley, Western Australia, 6743, Australia","East Kimberley Regional Airport","Western Australia"
-15.634167,128.669444,2024,2024-05-09 16:31:00,"Poephila (Poephila) acuticauda","942160-99999","KUNUNURRA",-15.778,128.708,"East Kimberley Regional Airport, Lake Kununurra Trail, Kununurra, Shire Of Wyndham-East Kimberley, Western Australia, 6743, Australia","East Kimberley Regional Airport","Western Australia"
-15.6203,130.4471,2024,2024-05-19 15:30:00,"Poephila (Poephila) acuticauda","941300-99999","BRADSHAW",-14.95,130.8,"Bradshaw, Victoria Daly Region, Northern Territory, 0852, Australia","Bradshaw","Northern Territory"
-15.615399,131.128235,2024,2024-05-02 14:58:00,"Poephila (Poephila) acuticauda","941300-99999","BRADSHAW",-14.95,130.8,"Bradshaw, Victoria Daly Region, Northern Territory, 0852, Australia","Bradshaw","Northern Territory"
-15.604267,128.12588,2024,2024-05-11 08:53:00,"Poephila (Poephila) acuticauda","952140-99999","WYNDHAM AERO",-15.5,128.15,"Arthur Road, Wyndham, Shire Of Wyndham-East Kimberley, Western Australia, Australia","Arthur Road","Western Australia"
-15.59684,128.220288,2024,2024-04-22 06:15:00,"Poephila (Poephila) acuticauda","952140-99999","WYNDHAM AERO",-15.5,128.15,"Arthur Road, Wyndham, Shire Of Wyndham-East Kimberley, Western Australia, Australia","Arthur Road","Western Australia"
